Time_bri,bri,Time_fre,fre,Time_spa,spa,Time_por,por,Time_qing,qing,Time_mon,mon,Time_cal,cal,Time_sel,sel,Time_ger,ger,Time_jpn,jpn,Time_nap,nap,Time_ita,ita
1600.0,0.0084507042253521,1815.0,0.0608695652173913,1482.0,0.0255474452554744,1200.0,0.0145454545454545,1600.0,0.0204081632653061,1200.0,0.0416666666666666,622.0,0.0045045045045045,970.0,0.0205128205128205,1933.0,0.0947044444444444,1900.0,0.0486231492361927,1795.0,0.2627119047619047,1879.0,0.08195941636250165
1620.0,0.0101810702666101,1823.684210526316,0.0641414615957582,1507.9473684210527,0.0494975378579477,1240.7894736842106,0.0145990029591121,1619.9473684210527,0.1357351916883975,1210.5263157894738,0.1869481548765226,639.0,0.3165937078507855,981.7894736842104,0.0207824212194134,1933.6315789473683,0.0949422024001495,1902.368421052632,0.0569805120221867,1796.0526315789473,0.3542143855355671,1882.578947368421,0.1207063705430413
1640.0,0.0143634927498464,1832.368421052632,0.0733522438159149,1533.8947368421052,0.1166420297023954,1281.578947368421,0.0147806068613353,1639.8947368421052,0.2731386877473271,1221.0526315789473,0.4284036530049285,656.0,0.5826770182286297,993.578947368421,0.0216839260509138,1934.2631578947369,0.0951309100039614,1904.7368421052631,0.0643897187486027,1797.1052631578948,0.4075145593604987,1886.157894736842,0.18108409763358285
1660.0,0.0201396022681963,1841.0526315789475,0.0988546769762829,1559.842105263158,0.2053766006914587,1322.3684210526317,0.0151217042439994,1659.842105263158,0.4892210737201619,1231.578947368421,0.6192163080046629,673.0,0.6599373886941552,1005.3684210526316,0.0233563890749045,1934.8947368421047,0.0952215169039866,1907.1052631578948,0.0702758374684349,1798.157894736842,0.4266636525250839,1889.7368421052631,0.24880867560626177
1680.0,0.0301977246111001,1849.7368421052631,0.1294151944060817,1585.7894736842104,0.3067001500976704,1363.157894736842,0.0156537330989801,1679.7894736842104,0.544168611562284,1242.1052631578948,0.7139954873890508,690.0,0.7472485181523474,1017.157894736842,0.027514706574234,1935.5263157894733,0.0952236363636363,1909.4736842105265,0.0740639362346751,1799.2105263157894,0.4394178340830098,1893.3157894736842,0.32065175298206416
1700.0,0.0443783707396531,1858.421052631579,0.1590310466433016,1611.7368421052631,0.4113446983678673,1403.9473684210527,0.0164081314181527,1699.7368421052631,0.5977026720725737,1252.6315789473683,0.7892500256440466,707.0,0.8848637606394254,1028.9473684210527,0.2063830387648047,1936.157894736842,0.0952236363636363,1911.842105263158,0.0757495124469185,1800.2631578947369,0.4579549514330567,1896.8947368421052,0.39776283600543466
1720.0,0.0625887577874644,1867.1052631578948,0.1897035759228292,1637.6842105263158,0.5100422659488837,1444.7368421052631,0.0174163371933926,1719.6842105263158,0.6936384599928753,1263.157894736842,0.8485478587969885,724.0,1.0,1040.7368421052631,0.679514126650824,1936.7894736842104,0.0952236363636363,1914.210526315789,0.0766462448917557,1801.3157894736842,0.4823241179272407,1900.4736842105262,0.47661224419493275
1740.0,0.0922561471645867,1875.7894736842104,0.2365360190881669,1663.6315789473683,0.6122045455271544,1485.5263157894738,0.020082440947722,1739.6315789473683,0.7986361434995347,1273.6842105263158,0.891192424495651,741.0,1.0,1052.5263157894738,0.7773517503449947,1937.421052631579,0.100752182227558,1916.578947368421,0.0773925395483027,1802.368421052632,0.5115327311818241,1904.0526315789473,0.5536702970691181
1760.0,0.1283228818407233,1884.4736842105265,0.3794679030007565,1689.578947368421,0.729431476882357,1526.3157894736842,0.0486183304260285,1759.578947368421,0.8962951824971798,1284.2105263157896,0.9372303800424588,758.0,0.928250898678209,1064.3157894736842,0.8898446121167897,1938.0526315789475,0.1196925537594357,1918.9473684210527,0.0785899194921159,1803.421052631579,0.547610623601004,1907.6315789473683,0.6254073141465502
1780.0,0.1708225590640849,1893.157894736842,0.7172939288883622,1715.5263157894738,0.8439142856437918,1567.1052631578948,0.1036353928023567,1779.5263157894738,0.9724576565573018,1294.7368421052631,0.9807326210113824,775.0,0.9459408050257636,1076.1052631578948,0.9909116128618212,1938.684210526316,0.1464139670425363,1921.315789473684,0.0833472640518273,1804.4736842105265,0.5925876275889965,1911.2105263157894,0.6882936149457887
1800.0,0.2253521126760563,1901.842105263158,0.8328386693413721,1741.4736842105262,0.937653222064703,1607.8947368421052,0.0431633076869741,1799.4736842105262,0.9985314691556753,1305.2631578947369,0.9982552914410092,792.0,0.8991034906805921,1087.8947368421052,0.9988066645972448,1939.315789473684,0.1998640413902172,1923.684210526316,0.1021169481731687,1805.5263157894735,0.6593547872159984,1914.7894736842106,0.7436623533999267
1820.0,0.2924648928635183,1910.5263157894733,0.8982224825118872,1767.421052631579,0.9926485363983382,1648.6842105263158,0.1720141193812151,1819.421052631579,0.987011376174905,1315.7894736842106,0.9706758980707092,809.0,0.663034473653404,1099.6842105263158,0.988188142527938,1939.9473684210527,0.3199636267337837,1926.0526315789475,0.1316264599463361,1806.578947368421,0.7722374821077244,1918.3684210526317,0.7992145008651378
1840.0,0.4416470589606511,1919.2105263157896,0.9970542185319275,1793.3684210526317,1.0,1689.4736842105262,0.3128232593127444,1839.368421052632,0.9667355435680612,1326.3157894736842,0.836641919085267,826.0,0.5436654418657351,1111.4736842105262,0.958570403420474,1940.578947368421,0.7016054070785649,1928.421052631579,0.1668120690599974,1807.6315789473683,0.852169779898697,1921.9473684210527,0.8526993273435534
1860.0,0.6668282513020904,1927.8947368421047,0.9985066438335608,1819.315789473684,0.5807165778246529,1730.2631578947369,0.4814385695075162,1859.315789473684,0.915064031207322,1336.842105263158,0.6484485489794204,843.0,0.4408836539906721,1123.2631578947369,0.9004978575984781,1941.210526315789,0.94706438264337,1930.7894736842104,0.2026100452028119,1808.684210526316,0.9119767789594534,1925.5263157894738,0.9014838635625342
1880.0,0.6901408450704225,1936.578947368421,0.99318138023405,1845.2631578947369,0.0662026379109668,1771.0526315789475,0.6796561592589722,1879.2631578947369,0.9048820155500544,1347.3684210526317,0.4668044564473783,860.0,0.3234461807142793,1135.0526315789473,0.8045149153855797,1941.842105263158,0.9975741189011088,1933.157894736842,0.2335562182945579,1809.7368421052631,0.9661641153307776,1929.1052631578948,0.942935140249441
1900.0,0.8095889084896299,1945.2631578947369,0.9836263587981584,1871.2105263157896,0.0682343031581751,1811.842105263158,0.9777565750109758,1899.2105263157896,0.7796813831302919,1357.8947368421052,0.3280063328857709,877.0,0.2090538893093476,1146.842105263158,0.188137160367717,1942.4736842105265,0.9562437721326628,1935.5263157894733,0.2640022846594276,1810.7894736842104,0.9983893251133388,1932.6842105263158,0.9744201881316348
1920.0,1.0,1953.9473684210527,0.9354362968883732,1897.157894736842,0.0577223638184368,1852.6315789473683,0.822337661361584,1919.157894736842,0.1867552462663322,1368.421052631579,0.2128559338804675,894.0,0.1141685851836314,1158.6315789473683,0.1609640587896219,1943.1052631578948,0.8211420946541585,1937.8947368421047,0.3236399639291796,1811.842105263158,1.0,1936.2631578947369,0.9933538139899697
1940.0,0.8411269359622585,1962.6315789473683,0.0608695652173913,1923.1052631578943,0.058341978065022,1893.421052631579,0.4267110512032864,1939.1052631578943,0.0210646462514115,1378.9473684210527,0.136209146764179,911.0,0.0575165002559414,1170.421052631579,0.1425361574313702,1943.7368421052631,0.5559837610075042,1940.2631578947369,0.5150817122639202,1812.8947368421047,0.7513446430097817,1939.842105263158,0.8768634872127014
1960.0,0.1408450704225352,1971.315789473684,0.0608695652173913,1949.0526315789475,0.0545244746509471,1934.2105263157896,0.1923738334151819,1959.0526315789475,0.0024489795918367,1389.4736842105262,0.0750371656890502,928.0,0.0167310338278499,1182.2105263157894,0.1317307616421944,1944.368421052632,0.3095627962499137,1942.6315789473683,0.9378626411163176,1813.9473684210527,0.3158544567956435,1943.421052631579,0.08251851672218737
1980.0,0.0084507042253521,1980.0,0.0608695652173913,1975.0,0.0372262773722627,1975.0,0.0163636363636363,1979.0,0.0024489795918367,1400.0,0.0416666666666666,945.0,0.0,1194.0,0.1282051282051282,1945.0,0.0947044444444444,1945.0,0.044415393654524,1815.0,0.2627119047619047,1947.0,0.08195941636250165
